source_pdf,source_page,source_table_index,category,subcategory,part,radial_size_normalized,cost_full,cost_empty,mass_full_or_value,mass_empty,max_temp_k_full_or_value,max_temp_k_secondary_or_skin,parameters_json,radial_size,cost,mass_t,mass_t_full,mass_t_empty,max_temp_k,tolerance_g,capacity,capacity_electricity,torque_kn_m,s_a_s_level,electricity_electricity_per_s,oxidizer,liquid_fuel,monopropellant,xenon,ore,fuel,fuel_per_s,thrust_kn,thrust_kn_atm,thrust_kn_vac,twr,twr_atm,twr_vac,twr_full_atm,twr_full_vac,twr_empty_atm,twr_empty_vac,isp_s_atm,isp_s_vac,ablator,antenna_rating,brake_torque_knm,crew_capacity,data_size_mits,deflection_range_deg,deflection_surface_part_percent,deployable,dimensions_m_l,dimensions_m_sd,dimensions_m_w_per_e,ejection_impulse_kgf_s,electricity_electricity_per_mit,electricity_per_mass_electricity_per_s_t,experiment_base_science_value,fuel_consumption_per_s,full_deploy_altitude_m,fully_deployed_diameter,intake_air_initial_per_max,intake_area_m2,inventory_slots,isp_s_empty_atm,isp_s_empty_vac,lift,max_altitude_m,max_length_m,max_motor_speed_m_per_s,max_radius_m,net_transmission_speed_mits_per_s,packed_volume_l,panel_cost_per_m2,panel_mass_t_per_m2,relay_capable,required_crew,required_crew_per_power,scanning_mode,scanning_resource,semi_deploy_pressure_atm,semi_deployed_diameter,stacking_capacity,steerable,tolerance_m_per_s,volume_limit_l,xenon_per_s
Parts - Kerbal Space Program Wiki.pdf,24,34,Thermal,Heat shields,Heat Shield (1.25m),Small,300,200,0.3,0.1,3300,,"{""ablator"": ""200"", ""cost"": ""300 (200)"", ""mass_t"": ""0.3 (0.1)"", ""max_temp_k"": ""3300"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Small,300 (200),0.3 (0.1),,,3300,50,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,24,34,Thermal,Heat shields,Heat Shield (2.5m),Large,600,200,1.3,0.5,3300,,"{""ablator"": ""800"", ""cost"": ""600 (200)"", ""mass_t"": ""1.3 (0.5)"", ""max_temp_k"": ""3300"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Large,600 (200),1.3 (0.5),,,3300,50,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,24,34,Thermal,Heat shields,Heat Shield (3.75m),Extra large,1100,200,2.8,1.0,3300,,"{""ablator"": ""1800"", ""cost"": ""1100 (200)"", ""mass_t"": ""2.8 (1.0)"", ""max_temp_k"": ""3300"", ""radial_size"": ""Extra large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Extra large,1100 (200),2.8 (1.0),,,3300,50,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,24,34,Thermal,Heat shields,Heat Shield (10m),Large / 10m,2400,,1.5,,3500,3250,"{""ablator"": ""-"", ""cost"": ""2400"", ""mass_t"": ""1.5"", ""max_temp_k"": ""3500 (3250)"", ""radial_size"": ""Large / 10m"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}",Large / 10m,2400,1.5,,,3500 (3250),50,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,24,35,Thermal,Radiators,Radiator Panel (edge),Radial mounted,450,,0.03,,2500,,"{""cost"": ""450"", ""deployable"": ""No"", ""electricity_electricity_per_s"": ""0.025 (1.5 ⚡ /min)"", ""mass_t"": ""0.03"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,450,0.03,,,2500,50,,,,,0.025 (1.5 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,24,35,Thermal,Radiators,Radiator Panel (small),Radial mounted,150,,0.01,,2500,,"{""cost"": ""150"", ""deployable"": ""No"", ""electricity_electricity_per_s"": ""0.025 (1.5 ⚡ /min)"", ""mass_t"": ""0.01"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,150,0.01,,,2500,50,,,,,0.025 (1.5 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,24,35,Thermal,Radiators,Radiator Panel (large),Radial mounted,450,,0.05,,2500,,"{""cost"": ""450"", ""deployable"": ""No"", ""electricity_electricity_per_s"": ""0.025 (1.5 ⚡ /min)"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,450,0.05,,,2500,50,,,,,0.025 (1.5 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,24,35,Thermal,Radiators,Thermal Control System (small),Radial mounted,450,,0.05,,2500,,"{""cost"": ""450"", ""deployable"": ""Yes"", ""electricity_electricity_per_s"": ""0.025 (1.5 ⚡ /min)"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,450,0.05,,,2500,50,,,,,0.025 (1.5 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,24,35,Thermal,Radiators,Thermal Control System (medium),Radial mounted,2250,,0.25,,2500,,"{""cost"": ""2250"", ""deployable"": ""Yes"", ""electricity_electricity_per_s"": ""0.125 (0.1 ⚡ /sec)"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,2250,0.25,,,2500,50,,,,,0.125 (0.1 ⚡ /sec),,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,24,35,Thermal,Radiators,Thermal Control System (large),Radial mounted,9000,,1.0,,2500,,"{""cost"": ""9000"", ""deployable"": ""Yes"", ""electricity_electricity_per_s"": ""0.5 (0.5 ⚡ /sec)"", ""mass_t"": ""1.0"", ""max_temp_k"": ""2500"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,9000,1.0,,,2500,50,,,,,0.5 (0.5 ⚡ /sec),,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,Gigantor XL Solar Array,Radial mounted,3000,,0.3,,1200,,"{""cost"": ""3000"", ""electricity_electricity_per_s"": ""24.4"", ""electricity_per_mass_electricity_per_s_t"": ""81.33"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.3"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,3000,0.3,,,1200,50,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.33,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,OX-4W 3x2 Photovoltaic Panels,Radial mounted,380,,0.0175,,1200,,"{""cost"": ""380"", ""electricity_electricity_per_s"": ""1.64"", ""electricity_per_mass_electricity_per_s_t"": ""93.71"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.0175"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,380,0.0175,,,1200,50,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.71,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,OX-4L 1x6 Photovoltaic Panels,Radial mounted,380,,0.0175,,1200,,"{""cost"": ""380"", ""electricity_electricity_per_s"": ""1.64"", ""electricity_per_mass_electricity_per_s_t"": ""93.71"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.0175"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,380,0.0175,,,1200,50,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.71,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,OX-10C Photovoltaic Panels,Radial mounted,1200,,0.09,,1200,,"{""cost"": ""1200"", ""electricity_electricity_per_s"": ""8.25"", ""electricity_per_mass_electricity_per_s_t"": ""91.66"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.09"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,1200,0.09,,,1200,50,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,OX-10L 1x5 Photovoltaic Panels,Radial mounted,1200,,0.09,,1200,,"{""cost"": ""1200"", ""electricity_electricity_per_s"": ""8.25"", ""electricity_per_mass_electricity_per_s_t"": ""91.66"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.09"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,1200,0.09,,,1200,50,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.66,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,SP-W 3x2 Photovoltaic Panels,Radial mounted,440,,0.025,,2000,,"{""cost"": ""440"", ""electricity_electricity_per_s"": ""1.64"", ""electricity_per_mass_electricity_per_s_t"": ""65.60"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.025"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,440,0.025,,,2000,50,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.60,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,SP-L 1x6 Photovoltaic Panels,Radial mounted,440,,0.025,,2000,,"{""cost"": ""440"", ""electricity_electricity_per_s"": ""1.64"", ""electricity_per_mass_electricity_per_s_t"": ""65.60"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.025"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,440,0.025,,,2000,50,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.60,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,SP-10C Photovoltaic Panels,Radial mounted,1400,,0.13,,2000,,"{""cost"": ""1400"", ""electricity_electricity_per_s"": ""8.25"", ""electricity_per_mass_electricity_per_s_t"": ""63.46"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.13"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,1400,0.13,,,2000,50,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,SP-10L 1x5 Photovoltaic Panels,Radial mounted,1400,,0.13,,2000,,"{""cost"": ""1400"", ""electricity_electricity_per_s"": ""8.25"", ""electricity_per_mass_electricity_per_s_t"": ""63.46"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.13"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,1400,0.13,,,2000,50,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,OX-STAT Photovoltaic Panels,Radial mounted,75,,0.005,,1200,,"{""cost"": ""75"", ""electricity_electricity_per_s"": ""0.35"", ""electricity_per_mass_electricity_per_s_t"": ""70.0"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,75,0.005,,,1200,50,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,OX-STAT-XL Photovoltaic Panels,Radial mounted,600,,0.04,,1200,,"{""cost"": ""600"", ""electricity_electricity_per_s"": ""2.80"", ""electricity_per_mass_electricity_per_s_t"": ""70.0"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.04"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,600,0.04,,,1200,50,,,,,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,-,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,PB-NUK Radioisotope Thermoelectric Generator,Tiny,23300,,0.08,,1200,,"{""cost"": ""23300"", ""electricity_electricity_per_s"": ""0.75"", ""electricity_per_mass_electricity_per_s_t"": ""9.38"", ""fuel_consumption_per_s"": ""-"", ""mass_t"": ""0.08"", ""max_temp_k"": ""1200"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,23300,0.08,,,1200,50,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,-,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,Fuel Cell,Radial mounted,750,,0.05,,2000,,"{""cost"": ""750"", ""electricity_electricity_per_s"": ""1.50"", ""electricity_per_mass_electricity_per_s_t"": ""30.0"", ""fuel_consumption_per_s"": ""0.0016875 LF 0.0020625 Ox"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,750,0.05,,,2000,50,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,0.0016875 LF 0.0020625 Ox,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,25,36,Electrical,Generators,Fuel Cell Array,Radial mounted,4500,,0.24,,2000,,"{""cost"": ""4500"", ""electricity_electricity_per_s"": ""18.00"", ""electricity_per_mass_electricity_per_s_t"": ""75.0"", ""fuel_consumption_per_s"": ""0.02025 LF 0.02475 Ox"", ""mass_t"": ""0.24"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,4500,0.24,,,2000,50,,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,0.02025 LF 0.02475 Ox,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,26,37,Electrical,Batteries,Z-100 Rechargeable Battery Pack,Radial mounted,80,,0.005,,1200,,"{""capacity_electricity"": ""100"", ""cost"": ""80"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,80,0.005,,,1200,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,37,Electrical,Batteries,Z-200 Rechargeable Battery Bank,Tiny,360,,0.01,,2000,,"{""capacity_electricity"": ""200"", ""cost"": ""360"", ""mass_t"": ""0.01"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Tiny,360,0.01,,,2000,50,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,37,Electrical,Batteries,Z-400 Rechargeable Battery,Radial mounted,550,,0.02,,1200,,"{""capacity_electricity"": ""400"", ""cost"": ""550"", ""mass_t"": ""0.02"", ""max_temp_k"": ""1200"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,550,0.02,,,1200,50,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,37,Electrical,Batteries,Z-1k Rechargeable Battery Bank,Small,880,,0.05,,2000,,"{""capacity_electricity"": ""1000"", ""cost"": ""880"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Small,880,0.05,,,2000,50,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,37,Electrical,Batteries,Z-4K Rechargeable Battery Bank,Large,4500,,0.2,,2000,,"{""capacity_electricity"": ""4000"", ""cost"": ""4500"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Large,4500,0.2,,,2000,50,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,Communotron 16,Tiny,300,,0.005,,2000,,"{""antenna_rating"": ""500k"", ""cost"": ""300"", ""electricity_electricity_per_mit"": ""6"", ""electricity_electricity_per_s"": ""20.0"", ""mass_t"": ""0.005"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""3.33"", ""radial_size"": ""Tiny"", ""relay_capable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,300,0.005,,,2000,50,,,,,20.0,,,,,,,,,,,,,,,,,,,,,500k,,,,,,,,,,,6,,,,,,,,,,,,,,,,3.33,,,,No,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,Communotron 16-S,Radial mounted,300,,0.015,,2000,,"{""antenna_rating"": ""500k"", ""cost"": ""300"", ""electricity_electricity_per_mit"": ""6"", ""electricity_electricity_per_s"": ""20.0"", ""mass_t"": ""0.015"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""3.33"", ""radial_size"": ""Radial mounted"", ""relay_capable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,300,0.015,,,2000,50,,,,,20.0,,,,,,,,,,,,,,,,,,,,,500k,,,,,,,,,,,6,,,,,,,,,,,,,,,,3.33,,,,No,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,Communotron DTS-M1,Radial mounted,900,,0.05,,2000,,"{""antenna_rating"": ""2G"", ""cost"": ""900"", ""electricity_electricity_per_mit"": ""6"", ""electricity_electricity_per_s"": ""34.3"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""5.71"", ""radial_size"": ""Radial mounted"", ""relay_capable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,900,0.05,,,2000,50,,,,,34.3,,,,,,,,,,,,,,,,,,,,,2G,,,,,,,,,,,6,,,,,,,,,,,,,,,,5.71,,,,No,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,Communotron HG-55,Radial mounted,1200,,0.075,,2000,,"{""antenna_rating"": ""15G"", ""cost"": ""1200"", ""electricity_electricity_per_mit"": ""6.67"", ""electricity_electricity_per_s"": ""133.3"", ""mass_t"": ""0.075"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""20.0"", ""radial_size"": ""Radial mounted"", ""relay_capable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Radial mounted,1200,0.075,,,2000,50,,,,,133.3,,,,,,,,,,,,,,,,,,,,,15G,,,,,,,,,,,6.67,,,,,,,,,,,,,,,,20.0,,,,No,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,Communotron 88-88,Tiny,1500,,0.1,,2000,,"{""antenna_rating"": ""100G"", ""cost"": ""1500"", ""electricity_electricity_per_mit"": ""10"", ""electricity_electricity_per_s"": ""200.0"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""20.0"", ""radial_size"": ""Tiny"", ""relay_capable"": ""No"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,1500,0.1,,,2000,50,,,,,200.0,,,,,,,,,,,,,,,,,,,,,100G,,,,,,,,,,,10,,,,,,,,,,,,,,,,20.0,,,,No,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,HG-5 High Gain Antenna,Radial mounted,600,,0.07,,2000,,"{""antenna_rating"": ""5M"", ""cost"": ""600"", ""electricity_electricity_per_mit"": ""9"", ""electricity_electricity_per_s"": ""51.4"", ""mass_t"": ""0.07"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""5.71"", ""radial_size"": ""Radial mounted"", ""relay_capable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,600,0.07,,,2000,50,,,,,51.4,,,,,,,,,,,,,,,,,,,,,5M,,,,,,,,,,,9,,,,,,,,,,,,,,,,5.71,,,,Yes,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,RA-2 Relay Antenna,Tiny,1800,,0.15,,2000,,"{""antenna_rating"": ""2G"", ""cost"": ""1800"", ""electricity_electricity_per_mit"": ""24"", ""electricity_electricity_per_s"": ""68.6"", ""mass_t"": ""0.15"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""2.86"", ""radial_size"": ""Tiny"", ""relay_capable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Tiny,1800,0.15,,,2000,50,,,,,68.6,,,,,,,,,,,,,,,,,,,,,2G,,,,,,,,,,,24,,,,,,,,,,,,,,,,2.86,,,,Yes,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,RA-15 Relay Antenna,Tiny,2400,,0.3,,2000,,"{""antenna_rating"": ""15G"", ""cost"": ""2400"", ""electricity_electricity_per_mit"": ""12"", ""electricity_electricity_per_s"": ""68.6"", ""mass_t"": ""0.3"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""5.71"", ""radial_size"": ""Tiny"", ""relay_capable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Tiny,2400,0.3,,,2000,50,,,,,68.6,,,,,,,,,,,,,,,,,,,,,15G,,,,,,,,,,,12,,,,,,,,,,,,,,,,5.71,,,,Yes,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,26,38,Communication,Communications,RA-100 Relay Antenna,Small,3000,,0.65,,2000,,"{""antenna_rating"": ""100G"", ""cost"": ""3000"", ""electricity_electricity_per_mit"": ""6"", ""electricity_electricity_per_s"": ""68.6"", ""mass_t"": ""0.65"", ""max_temp_k"": ""2000"", ""net_transmission_speed_mits_per_s"": ""11.43"", ""radial_size"": ""Small"", ""relay_capable"": ""Yes"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Small,3000,0.65,,,2000,50,,,,,68.6,,,,,,,,,,,,,,,,,,,,,100G,,,,,,,,,,,6,,,,,,,,,,,,,,,,11.43,,,,Yes,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,27,39,Science,Labs,Mobile Processing Lab MPL-LG-2,Large,4000,,3.5,,2200,1100,"{""cost"": ""4000"", ""mass_t"": ""3.5"", ""max_temp_k"": ""2200 (1100)"", ""radial_size"": ""Large"", ""required_crew"": ""+"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}",Large,4000,3.5,,,2200 (1100),50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,27,40,Science,Experiment Storage,Experiment Storage Unit,Tiny,1000,,0.05,,2900,,"{""cost"": ""1000"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2900"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Tiny,1000,0.05,,,2900,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,27,41,Science,Telescopes,SENTINEL Infrared Telescope,Small,4500,,0.1,,2000,,"{""cost"": ""4500"", ""data_size_mits"": ""30"", ""electricity_electricity_per_s"": ""-"", ""experiment_base_science_value"": ""Infrared Telescope (15)"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Small,4500,0.1,,,2000,50,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,Infrared Telescope (15),,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
